"","timeStr","time","lat","lon","N","E","satellites","ellipsoid","PDOP","HDOP","VDOP","x","y","alt","geoid","MSL","surfaceAlt","GPS","Individual","local_time","buzz"
"1","6/2/2015 3:15:31",2015-06-02 03:15:31,28.8879,-113.0416,1,-1,6,1.7,1.7,1.4,NA,300912.4638,3197279.438,NA,NA,NA,NA,1145,"Viv12","6/1/2015 20:15:31",0
"2","6/2/2015 3:46:46",2015-06-02 03:46:46,28.885,-113.0403,1,-1,7,-5,1.6,1.4,NA,301029.1035,3196960.925,NA,NA,NA,NA,1145,"Viv12","6/1/2015 20:46:46",0
"3","6/2/2015 3:47:01",2015-06-02 03:47:01,28.8842,-113.0402,1,-1,8,-14.5,1.6,1.1,NA,301038.7632,3196870.223,NA,NA,NA,NA,1145,"Viv12","6/1/2015 20:47:01",0
"4","6/2/2015 3:47:16",2015-06-02 03:47:16,28.8835,-113.0402,1,-1,10,-13.7,1.4,0.9,NA,301041.1292,3196790.363,NA,NA,NA,NA,1145,"Viv12","6/1/2015 20:47:16",0
"5","6/2/2015 3:47:31",2015-06-02 03:47:31,28.8825,-113.0401,1,-1,9,-16.6,1.6,1,NA,301045.4731,3196683.678,NA,NA,NA,NA,1145,"Viv12","6/1/2015 20:47:31",0
"6","6/2/2015 3:47:46",2015-06-02 03:47:46,28.8819,-113.0401,1,-1,9,-16.4,1.6,1,NA,301046.8952,3196615.105,NA,NA,NA,NA,1145,"Viv12","6/1/2015 20:47:46",0
"7","6/2/2015 3:48:01",2015-06-02 03:48:01,28.8812,-113.0401,1,-1,9,-21.6,1.4,0.9,NA,301044.1518,3196531.268,NA,NA,NA,NA,1145,"Viv12","6/1/2015 20:48:01",0
"8","6/2/2015 3:48:16",2015-06-02 03:48:16,28.8806,-113.0403,1,-1,9,-20.5,1.4,0.9,NA,301025.2902,3196465.261,NA,NA,NA,NA,1145,"Viv12","6/1/2015 20:48:16",0
"9","6/2/2015 3:48:46",2015-06-02 03:48:46,28.8789,-113.0407,1,-1,10,-26.4,1.4,0.9,NA,300979.2743,3196286.09,NA,NA,NA,NA,1145,"Viv12","6/1/2015 20:48:46",0
"10","6/2/2015 3:49:01",2015-06-02 03:49:01,28.8782,-113.041,1,-1,9,-31.4,1.6,1,NA,300954.1137,3196203.748,NA,NA,NA,NA,1145,"Viv12","6/1/2015 20:49:01",0
"11","6/2/2015 3:49:16",2015-06-02 03:49:16,28.8774,-113.0418,1,-1,7,-29.4,1.6,1.3,NA,300875.5758,3196119.368,NA,NA,NA,NA,1145,"Viv12","6/1/2015 20:49:16",0
"12","6/2/2015 3:49:31",2015-06-02 03:49:31,28.8764,-113.0417,1,-1,8,-30.8,1.8,1.1,NA,300878.9344,3196002.722,NA,NA,NA,NA,1145,"Viv12","6/1/2015 20:49:31",0
"13","6/2/2015 3:49:46",2015-06-02 03:49:46,28.8755,-113.0419,1,-1,9,-25,1.6,1,NA,300855.8039,3195906.118,NA,NA,NA,NA,1145,"Viv12","6/1/2015 20:49:46",0
"14","6/2/2015 3:50:01",2015-06-02 03:50:01,28.8748,-113.0425,1,-1,9,-24.4,1.6,1,NA,300802.8461,3195834.047,NA,NA,NA,NA,1145,"Viv12","6/1/2015 20:50:01",0
"15","6/2/2015 3:50:16",2015-06-02 03:50:16,28.8741,-113.043,1,-1,8,-23.9,1.7,1.1,NA,300753.012,3195754.532,NA,NA,NA,NA,1145,"Viv12","6/1/2015 20:50:16",0
"16","6/2/2015 3:50:31",2015-06-02 03:50:31,28.8733,-113.0434,1,-1,9,-24,1.6,1,NA,300709.324,3195663.64,NA,NA,NA,NA,1145,"Viv12","6/1/2015 20:50:31",0
"17","6/2/2015 3:50:46",2015-06-02 03:50:46,28.8724,-113.0437,1,-1,9,-21.7,1.5,0.9,NA,300680.5746,3195561.959,NA,NA,NA,NA,1145,"Viv12","6/1/2015 20:50:46",0
"18","6/2/2015 3:51:01",2015-06-02 03:51:01,28.8712,-113.044,1,-1,8,-23.4,1.6,1,NA,300644.2507,3195436.02,NA,NA,NA,NA,1145,"Viv12","6/1/2015 20:51:01",0
"19","6/2/2015 3:51:16",2015-06-02 03:51:16,28.8705,-113.044,1,-1,8,-23.4,2.1,1.3,NA,300641.3039,3195359.392,NA,NA,NA,NA,1145,"Viv12","6/1/2015 20:51:16",0
"20","6/2/2015 3:51:31",2015-06-02 03:51:31,28.8697,-113.0443,1,-1,8,-27.7,1.7,1,NA,300618.2725,3195268.699,NA,NA,NA,NA,1145,"Viv12","6/1/2015 20:51:31",0
"21","6/2/2015 3:51:46",2015-06-02 03:51:46,28.8688,-113.0445,1,-1,8,-30.6,1.9,1.3,NA,300594.4822,3195171.737,NA,NA,NA,NA,1145,"Viv12","6/1/2015 20:51:46",0
"22","6/2/2015 3:52:01",2015-06-02 03:52:01,28.8679,-113.0446,1,-1,9,-29.6,1.7,1,NA,300578.8184,3195065.027,NA,NA,NA,NA,1145,"Viv12","6/1/2015 20:52:01",0
"23","6/2/2015 3:52:16",2015-06-02 03:52:16,28.867,-113.045,1,-1,10,-30.2,1.4,0.9,NA,300536.5457,3194971.525,NA,NA,NA,NA,1145,"Viv12","6/1/2015 20:52:16",0
"24","6/2/2015 3:52:31",2015-06-02 03:52:31,28.8661,-113.0454,1,-1,8,-33.3,1.9,1.3,NA,300501.9051,3194867.913,NA,NA,NA,NA,1145,"Viv12","6/1/2015 20:52:31",0
"25","6/2/2015 3:52:46",2015-06-02 03:52:46,28.8653,-113.0455,1,-1,7,-31.3,1.6,1.3,NA,300491.5641,3194786.979,NA,NA,NA,NA,1145,"Viv12","6/1/2015 20:52:46",0
"26","6/2/2015 3:53:01",2015-06-02 03:53:01,28.8644,-113.0458,1,-1,9,-32.1,1.7,1,NA,300454.5282,3194685.996,NA,NA,NA,NA,1145,"Viv12","6/1/2015 20:53:01",0
"27","6/2/2015 3:53:16",2015-06-02 03:53:16,28.8638,-113.0462,1,-1,9,-26.2,1.7,1,NA,300414.7017,3194611.852,NA,NA,NA,NA,1145,"Viv12","6/1/2015 20:53:16",0
"28","6/2/2015 3:53:31",2015-06-02 03:53:31,28.8628,-113.0466,1,-1,8,-28.4,1.8,1.1,NA,300380.5087,3194506.016,NA,NA,NA,NA,1145,"Viv12","6/1/2015 20:53:31",0
"29","6/2/2015 3:53:46",2015-06-02 03:53:46,28.862,-113.047,1,-1,9,-32,1.5,0.9,NA,300338.0095,3194418.43,NA,NA,NA,NA,1145,"Viv12","6/1/2015 20:53:46",0
"30","6/2/2015 3:54:01",2015-06-02 03:54:01,28.8612,-113.0476,1,-1,7,-34.3,1.6,1.3,NA,300270.9403,3194330.345,NA,NA,NA,NA,1145,"Viv12","6/1/2015 20:54:01",0
"31","6/2/2015 3:54:16",2015-06-02 03:54:16,28.8604,-113.0479,1,-1,8,-35.3,2.2,1.3,NA,300244.9746,3194239.519,NA,NA,NA,NA,1145,"Viv12","6/1/2015 20:54:16",0
"32","6/2/2015 3:54:31",2015-06-02 03:54:31,28.8595,-113.0478,1,-1,8,-37,1.8,1,NA,300250.3536,3194145.934,NA,NA,NA,NA,1145,"Viv12","6/1/2015 20:54:31",0
"33","6/2/2015 3:54:46",2015-06-02 03:54:46,28.8586,-113.048,1,-1,9,-33.4,1.7,1,NA,300230.6017,3194047.609,NA,NA,NA,NA,1145,"Viv12","6/1/2015 20:54:46",0
"34","6/2/2015 3:55:01",2015-06-02 03:55:01,28.8578,-113.0484,1,-1,7,-34.5,1.4,1.1,NA,300191.671,3193950.17,NA,NA,NA,NA,1145,"Viv12","6/1/2015 20:55:01",0
"35","6/2/2015 3:55:16",2015-06-02 03:55:16,28.857,-113.049,1,-1,9,-31,1.7,1,NA,300134.473,3193868.751,NA,NA,NA,NA,1145,"Viv12","6/1/2015 20:55:16",0
"36","6/2/2015 3:55:31",2015-06-02 03:55:31,28.8563,-113.0493,1,-1,9,-30.5,1.7,1,NA,300097.0939,3193785.882,NA,NA,NA,NA,1145,"Viv12","6/1/2015 20:55:31",0
"37","6/2/2015 3:55:46",2015-06-02 03:55:46,28.8555,-113.0499,1,-1,7,-29.1,1.7,1.4,NA,300039.939,3193697.626,NA,NA,NA,NA,1145,"Viv12","6/1/2015 20:55:46",0
"38","6/2/2015 3:56:16",2015-06-02 03:56:16,28.8539,-113.0507,1,-1,8,-27.7,2.2,1.3,NA,299959.1325,3193530.33,NA,NA,NA,NA,1145,"Viv12","6/1/2015 20:56:16",0
"39","6/2/2015 3:56:31",2015-06-02 03:56:31,28.8534,-113.0512,1,-1,9,-25.7,1.7,1,NA,299904.2495,3193470.121,NA,NA,NA,NA,1145,"Viv12","6/1/2015 20:56:31",0
"40","6/2/2015 3:56:46",2015-06-02 03:56:46,28.8527,-113.0519,1,-1,9,-23.1,1.7,1,NA,299838.9007,3193397.343,NA,NA,NA,NA,1145,"Viv12","6/1/2015 20:56:46",0
"41","6/2/2015 3:57:01",2015-06-02 03:57:01,28.852,-113.0524,1,-1,8,-22.7,2.2,1.3,NA,299788.2089,3193316.183,NA,NA,NA,NA,1145,"Viv12","6/1/2015 20:57:01",0
"42","6/2/2015 3:57:16",2015-06-02 03:57:16,28.8514,-113.0529,1,-1,7,-20.3,1.7,1.4,NA,299740.2241,3193250.497,NA,NA,NA,NA,1145,"Viv12","6/1/2015 20:57:16",0
"43","6/2/2015 3:57:31",2015-06-02 03:57:31,28.8505,-113.0532,1,-1,7,-23.3,1.7,1.4,NA,299709.8837,3193151.617,NA,NA,NA,NA,1145,"Viv12","6/1/2015 20:57:31",0
"44","6/2/2015 3:57:46",2015-06-02 03:57:46,28.8498,-113.0536,1,-1,7,-21.1,1.3,1,NA,299665.5008,3193077.923,NA,NA,NA,NA,1145,"Viv12","6/1/2015 20:57:46",0
"45","6/2/2015 3:58:01",2015-06-02 03:58:01,28.849,-113.0539,1,-1,8,-19.3,1.9,1,NA,299632.2262,3192988.148,NA,NA,NA,NA,1145,"Viv12","6/1/2015 20:58:01",0
"46","6/2/2015 3:58:16",2015-06-02 03:58:16,28.8481,-113.0546,1,-1,8,-20.4,1.9,1,NA,299569.423,3192893.525,NA,NA,NA,NA,1145,"Viv12","6/1/2015 20:58:16",0
"47","6/2/2015 3:58:31",2015-06-02 03:58:31,28.8473,-113.0551,1,-1,6,-17.6,1.8,1.6,NA,299519.3076,3192808.291,NA,NA,NA,NA,1145,"Viv12","6/1/2015 20:58:31",0
"48","6/2/2015 3:58:46",2015-06-02 03:58:46,28.8466,-113.0558,1,-1,9,-18.5,1.7,1,NA,299449.1912,3192723.588,NA,NA,NA,NA,1145,"Viv12","6/1/2015 20:58:46",0
"49","6/2/2015 3:59:01",2015-06-02 03:59:01,28.8457,-113.0564,1,-1,8,-17.4,1.8,1.1,NA,299390.9965,3192632.213,NA,NA,NA,NA,1145,"Viv12","6/1/2015 20:59:01",0
"50","6/2/2015 3:59:16",2015-06-02 03:59:16,28.8451,-113.0568,1,-1,7,-14.4,1.3,1,NA,299342.0626,3192558.968,NA,NA,NA,NA,1145,"Viv12","6/1/2015 20:59:16",0
"51","6/2/2015 3:22:31",2015-06-02 03:22:31,28.8879,-113.0409,1,-1,6,0.8,1.7,1.4,NA,300979.4877,3197281.056,NA,NA,NA,NA,1145,"Viv12","6/1/2015 20:22:31",0
"52","6/2/2015 3:22:46",2015-06-02 03:22:46,28.8888,-113.0394,1,-1,6,-1.5,1.7,1.4,NA,301123.6282,3197379.458,NA,NA,NA,NA,1145,"Viv12","6/1/2015 20:22:46",0
"53","6/2/2015 3:23:01",2015-06-02 03:23:01,28.8878,-113.041,1,-1,7,-5.4,1.6,1.4,NA,300965.275,3197267.813,NA,NA,NA,NA,1145,"Viv12","6/1/2015 20:23:01",0
"54","6/2/2015 3:23:16",2015-06-02 03:23:16,28.888,-113.0413,1,-1,6,-5.1,1.7,1.4,NA,300939.2483,3197286.183,NA,NA,NA,NA,1145,"Viv12","6/1/2015 20:23:16",0
"55","6/2/2015 3:24:01",2015-06-02 03:24:01,28.8879,-113.041,1,-1,7,-4.8,1.6,1.3,NA,300970.6043,3197275.112,NA,NA,NA,NA,1145,"Viv12","6/1/2015 20:24:01",0
"56","6/2/2015 3:26:16",2015-06-02 03:26:16,28.8878,-113.0409,1,-1,6,-4.1,1.7,1.4,NA,300983.9985,3197269.153,NA,NA,NA,NA,1145,"Viv12","6/1/2015 20:26:16",0
"57","6/2/2015 3:26:31",2015-06-02 03:26:31,28.8876,-113.041,1,-1,7,-4.4,1.6,1.3,NA,300969.5792,3197243.904,NA,NA,NA,NA,1145,"Viv12","6/1/2015 20:26:31",0
"58","6/2/2015 3:26:46",2015-06-02 03:26:46,28.8865,-113.0404,1,-1,6,-4.3,2.3,2.1,NA,301021.602,3197120.323,NA,NA,NA,NA,1145,"Viv12","6/1/2015 20:26:46",0
"66","6/2/2015 3:48:31",2015-06-02 03:48:31,28.8797,-113.0403,1,-1,10,-30.4,1.4,0.9,NA,301025.6075,3196370.286,NA,NA,NA,NA,1145,"Viv12","6/1/2015 20:48:31",0
"96","6/2/2015 3:56:01",2015-06-02 03:56:01,28.8546,-113.0501,1,-1,9,-28.2,1.7,1,NA,300018.055,3193607.838,NA,NA,NA,NA,1145,"Viv12","6/1/2015 20:56:01",0
"110","6/2/2015 3:59:31",2015-06-02 03:59:31,28.8441,-113.0572,1,-1,8,-13.6,1.8,1,NA,299303.1261,3192452.478,NA,NA,NA,NA,1145,"Viv12","6/1/2015 20:59:31",0
"111","6/2/2015 3:59:46",2015-06-02 03:59:46,28.8432,-113.0576,1,-1,9,-14.8,1.7,1,NA,299265.5419,3192358.343,NA,NA,NA,NA,1145,"Viv12","6/1/2015 20:59:46",0
"112","6/2/2015 4:00:01",2015-06-02 04:00:01,28.8424,-113.058,1,-1,7,-14.8,1.4,1.2,NA,299223.018,3192270.207,NA,NA,NA,NA,1145,"Viv12","6/1/2015 21:00:01",0
"113","6/2/2015 4:00:16",2015-06-02 04:00:16,28.8415,-113.0583,1,-1,8,-17.9,1.8,1.1,NA,299197.8244,3192168.283,NA,NA,NA,NA,1145,"Viv12","6/1/2015 21:00:16",0
"114","6/2/2015 4:00:31",2015-06-02 04:00:31,28.8406,-113.0585,1,-1,7,-16.2,1.5,1.3,NA,299168.8065,3192061.621,NA,NA,NA,NA,1145,"Viv12","6/1/2015 21:00:31",0
"115","6/2/2015 4:00:46",2015-06-02 04:00:46,28.8398,-113.0587,1,-1,8,-15.7,1.9,1.1,NA,299147.8679,3191979.947,NA,NA,NA,NA,1145,"Viv12","6/1/2015 21:00:46",0
"116","6/2/2015 4:01:01",2015-06-02 04:01:01,28.8392,-113.0589,1,-1,9,-15.9,1.7,1,NA,299133.5154,3191912.201,NA,NA,NA,NA,1145,"Viv12","6/1/2015 21:01:01",0
"117","6/2/2015 4:01:16",2015-06-02 04:01:16,28.8386,-113.0591,1,-1,6,-17,1.5,1.2,NA,299113.2564,3191841.602,NA,NA,NA,NA,1145,"Viv12","6/1/2015 21:01:16",0
"118","6/2/2015 4:01:31",2015-06-02 04:01:31,28.8377,-113.0593,1,-1,9,-17.9,1.7,1,NA,299089.1877,3191748.342,NA,NA,NA,NA,1145,"Viv12","6/1/2015 21:01:31",0
"119","6/2/2015 4:01:46",2015-06-02 04:01:46,28.8368,-113.0596,1,-1,8,-18.6,1.8,1.1,NA,299060.1945,3191652.581,NA,NA,NA,NA,1145,"Viv12","6/1/2015 21:01:46",0
"120","6/2/2015 4:02:01",2015-06-02 04:02:01,28.836,-113.0602,1,-1,9,-19.1,1.7,1,NA,299000.6428,3191558.458,NA,NA,NA,NA,1145,"Viv12","6/1/2015 21:02:01",0
"121","6/2/2015 4:02:16",2015-06-02 04:02:16,28.8351,-113.0606,1,-1,6,-19.2,1.6,1.3,NA,298958.1704,3191454.801,NA,NA,NA,NA,1145,"Viv12","6/1/2015 21:02:16",0
"122","6/2/2015 4:02:31",2015-06-02 04:02:31,28.8343,-113.0609,1,-1,9,-20.5,1.7,1,NA,298928.9185,3191372.348,NA,NA,NA,NA,1145,"Viv12","6/1/2015 21:02:31",0
"123","6/2/2015 4:02:46",2015-06-02 04:02:46,28.8333,-113.0612,1,-1,9,-19.7,1.8,1,NA,298889.774,3191263.645,NA,NA,NA,NA,1145,"Viv12","6/1/2015 21:02:46",0
"124","6/2/2015 4:03:01",2015-06-02 04:03:01,28.8324,-113.0618,1,-1,8,-19.7,1.9,1,NA,298835.2421,3191168.328,NA,NA,NA,NA,1145,"Viv12","6/1/2015 21:03:01",0
"125","6/2/2015 4:03:16",2015-06-02 04:03:16,28.8317,-113.062,1,-1,8,-18.6,2,1,NA,298816.5995,3191087.908,NA,NA,NA,NA,1145,"Viv12","6/1/2015 21:03:16",0
"126","6/2/2015 4:03:31",2015-06-02 04:03:31,28.8309,-113.0622,1,-1,8,-17.8,1.8,1,NA,298790.0597,3191002.452,NA,NA,NA,NA,1145,"Viv12","6/1/2015 21:03:31",0
"127","6/2/2015 4:03:46",2015-06-02 04:03:46,28.8301,-113.0626,1,-1,9,-20.8,1.8,1,NA,298755.7014,3190907.154,NA,NA,NA,NA,1145,"Viv12","6/1/2015 21:03:46",0
"128","6/2/2015 4:04:01",2015-06-02 04:04:01,28.8295,-113.0628,1,-1,7,-20.9,1.5,1.2,NA,298735.6625,3190840.061,NA,NA,NA,NA,1145,"Viv12","6/1/2015 21:04:01",0
"129","6/2/2015 4:04:16",2015-06-02 04:04:16,28.8286,-113.0629,1,-1,9,-20.3,1.8,1,NA,298715.3434,3190747.476,NA,NA,NA,NA,1145,"Viv12","6/1/2015 21:04:16",0
"130","6/2/2015 4:04:31",2015-06-02 04:04:31,28.8277,-113.0631,1,-1,8,-18.8,2.5,1.4,NA,298698.5661,3190643.374,NA,NA,NA,NA,1145,"Viv12","6/1/2015 21:04:31",0
"131","6/2/2015 4:04:46",2015-06-02 04:04:46,28.827,-113.0635,1,-1,9,-17.2,1.8,1,NA,298661.9215,3190566.408,NA,NA,NA,NA,1145,"Viv12","6/1/2015 21:04:46",0
"132","6/2/2015 4:05:01",2015-06-02 04:05:01,28.8261,-113.0636,1,-1,9,-17.9,1.8,1,NA,298649.3482,3190470.177,NA,NA,NA,NA,1145,"Viv12","6/1/2015 21:05:01",0
"133","6/2/2015 4:05:16",2015-06-02 04:05:16,28.8252,-113.0638,1,-1,8,-17.5,2,1.2,NA,298623.5798,3190373.067,NA,NA,NA,NA,1145,"Viv12","6/1/2015 21:05:16",0
"134","6/2/2015 4:05:31",2015-06-02 04:05:31,28.8243,-113.0639,1,-1,8,-18.1,2,1.2,NA,298609.0852,3190269.295,NA,NA,NA,NA,1145,"Viv12","6/1/2015 21:05:31",0
"135","6/2/2015 4:05:46",2015-06-02 04:05:46,28.8234,-113.0642,1,-1,8,-18.8,1.8,1.1,NA,298578.4459,3190172.824,NA,NA,NA,NA,1145,"Viv12","6/1/2015 21:05:46",0
"136","6/2/2015 4:06:01",2015-06-02 04:06:01,28.8226,-113.0647,1,-1,7,-18.3,1.5,1.2,NA,298530.9242,3190078.679,NA,NA,NA,NA,1145,"Viv12","6/1/2015 21:06:01",0
"137","6/2/2015 4:06:16",2015-06-02 04:06:16,28.8218,-113.0651,1,-1,9,-19.2,1.8,1,NA,298487.2779,3189992.228,NA,NA,NA,NA,1145,"Viv12","6/1/2015 21:06:16",0
"138","6/2/2015 4:06:31",2015-06-02 04:06:31,28.8209,-113.0656,1,-1,8,-21.1,2,1.2,NA,298436.74,3189893.147,NA,NA,NA,NA,1145,"Viv12","6/1/2015 21:06:31",0
"139","6/2/2015 4:06:46",2015-06-02 04:06:46,28.82,-113.0658,1,-1,9,-22.6,1.8,1,NA,298420.6115,3189798.456,NA,NA,NA,NA,1145,"Viv12","6/1/2015 21:06:46",0
"140","6/2/2015 4:07:01",2015-06-02 04:07:01,28.8191,-113.0661,1,-1,9,-24.8,1.8,1,NA,298390.0971,3189699.951,NA,NA,NA,NA,1145,"Viv12","6/1/2015 21:07:01",0
"141","6/2/2015 4:07:16",2015-06-02 04:07:16,28.8183,-113.0665,1,-1,7,-23.8,1.4,1.1,NA,298349.6848,3189603.097,NA,NA,NA,NA,1145,"Viv12","6/1/2015 21:07:16",0
"142","6/2/2015 4:07:31",2015-06-02 04:07:31,28.8173,-113.0667,1,-1,8,-25.2,2,1.2,NA,298330.3489,3189501.811,NA,NA,NA,NA,1145,"Viv12","6/1/2015 21:07:31",0
"143","6/2/2015 4:07:46",2015-06-02 04:07:46,28.8164,-113.067,1,-1,10,-23.6,1.6,0.9,NA,298300.1457,3189402.561,NA,NA,NA,NA,1145,"Viv12","6/1/2015 21:07:46",0
"144","6/2/2015 4:08:01",2015-06-02 04:08:01,28.8153,-113.0676,1,-1,7,-22.5,1.6,1.3,NA,298236.9371,3189276.91,NA,NA,NA,NA,1145,"Viv12","6/1/2015 21:08:01",0
"145","6/2/2015 4:08:16",2015-06-02 04:08:16,28.8146,-113.0675,1,-1,10,-25,1.6,0.9,NA,298244.8181,3189196.768,NA,NA,NA,NA,1145,"Viv12","6/1/2015 21:08:16",0
"146","6/2/2015 4:08:31",2015-06-02 04:08:31,28.8136,-113.0678,1,-1,10,-23.6,1.6,0.9,NA,298213.3784,3189091.998,NA,NA,NA,NA,1145,"Viv12","6/1/2015 21:08:31",0
"147","6/2/2015 4:08:46",2015-06-02 04:08:46,28.8128,-113.0683,1,-1,9,-21.9,1.8,1,NA,298163.1197,3188999.934,NA,NA,NA,NA,1145,"Viv12","6/1/2015 21:08:46",0
"148","6/2/2015 4:09:01",2015-06-02 04:09:01,28.8118,-113.0688,1,-1,9,-20.9,1.7,1,NA,298110.9601,3188892.198,NA,NA,NA,NA,1145,"Viv12","6/1/2015 21:09:01",0
"149","6/2/2015 4:09:16",2015-06-02 04:09:16,28.8113,-113.0694,1,-1,9,-21,1.7,1,NA,298054.0287,3188837.574,NA,NA,NA,NA,1145,"Viv12","6/1/2015 21:09:16",0
"150","6/2/2015 4:09:31",2015-06-02 04:09:31,28.8105,-113.0697,1,-1,9,-20.1,1.8,1,NA,298017.6283,3188747.117,NA,NA,NA,NA,1145,"Viv12","6/1/2015 21:09:31",0
"151","6/2/2015 4:09:46",2015-06-02 04:09:46,28.8097,-113.0698,1,-1,9,-18.9,1.8,1.1,NA,298005.896,3188662.144,NA,NA,NA,NA,1145,"Viv12","6/1/2015 21:09:46",0
"152","6/2/2015 4:10:01",2015-06-02 04:10:01,28.8089,-113.0699,1,-1,10,-21.1,1.6,0.9,NA,297999.621,3188572.825,NA,NA,NA,NA,1145,"Viv12","6/1/2015 21:10:01",0
"153","6/2/2015 4:10:16",2015-06-02 04:10:16,28.808,-113.07,1,-1,8,-22,1.9,1.2,NA,297987.2203,3188477.516,NA,NA,NA,NA,1145,"Viv12","6/1/2015 21:10:16",0
"154","6/2/2015 4:10:31",2015-06-02 04:10:31,28.8073,-113.0703,1,-1,9,-19.1,1.7,1,NA,297951.5125,3188398.872,NA,NA,NA,NA,1145,"Viv12","6/1/2015 21:10:31",0
"155","6/2/2015 4:10:46",2015-06-02 04:10:46,28.8065,-113.0706,1,-1,9,-18.5,1.7,1,NA,297924.9456,3188312.494,NA,NA,NA,NA,1145,"Viv12","6/1/2015 21:10:46",0
"156","6/2/2015 4:11:01",2015-06-02 04:11:01,28.8057,-113.0707,1,-1,9,-20.1,1.7,1,NA,297909.9862,3188219.816,NA,NA,NA,NA,1145,"Viv12","6/1/2015 21:11:01",0
"157","6/2/2015 4:11:16",2015-06-02 04:11:16,28.805,-113.0708,1,-1,10,-21.1,1.6,0.9,NA,297901.3649,3188145.32,NA,NA,NA,NA,1145,"Viv12","6/1/2015 21:11:16",0
"158","6/2/2015 4:11:31",2015-06-02 04:11:31,28.8043,-113.0704,1,-1,8,-21.6,2,1.3,NA,297936.839,3188061.002,NA,NA,NA,NA,1145,"Viv12","6/1/2015 21:11:31",0
"159","6/2/2015 4:11:46",2015-06-02 04:11:46,28.8038,-113.0701,1,-1,10,-24.2,1.6,0.9,NA,297966.9583,3188005.602,NA,NA,NA,NA,1145,"Viv12","6/1/2015 21:11:46",0
"160","6/2/2015 4:12:01",2015-06-02 04:12:01,28.8031,-113.0701,1,-1,10,-19.2,1.6,0.9,NA,297964.3958,3187933.217,NA,NA,NA,NA,1145,"Viv12","6/1/2015 21:12:01",0
"161","6/2/2015 4:12:16",2015-06-02 04:12:16,28.8025,-113.07,1,-1,9,-19.4,1.9,1,NA,297972.5552,3187859.722,NA,NA,NA,NA,1145,"Viv12","6/1/2015 21:12:16",0
"162","6/2/2015 4:12:31",2015-06-02 04:12:31,28.8017,-113.0698,1,-1,8,-18.5,2.2,1.3,NA,297993.2541,3187777.325,NA,NA,NA,NA,1145,"Viv12","6/1/2015 21:12:31",0
"163","6/2/2015 4:12:46",2015-06-02 04:12:46,28.8014,-113.0695,1,-1,9,-19.8,1.9,1,NA,298021.1252,3187742.288,NA,NA,NA,NA,1145,"Viv12","6/1/2015 21:12:46",0
"164","6/2/2015 4:13:01",2015-06-02 04:13:01,28.801,-113.0695,1,-1,9,-18.9,1.7,1,NA,298023.9926,3187691.981,NA,NA,NA,NA,1145,"Viv12","6/1/2015 21:13:01",0
"165","6/2/2015 4:13:16",2015-06-02 04:13:16,28.8004,-113.0693,1,-1,10,-19,1.7,0.9,NA,298040.2633,3187626.29,NA,NA,NA,NA,1145,"Viv12","6/1/2015 21:13:16",0
"166","6/2/2015 4:13:31",2015-06-02 04:13:31,28.7997,-113.0695,1,-1,10,-16.5,1.7,0.9,NA,298022.2736,3187555.837,NA,NA,NA,NA,1145,"Viv12","6/1/2015 21:13:31",0
"167","6/2/2015 4:13:46",2015-06-02 04:13:46,28.7993,-113.0693,1,-1,10,-15.8,1.7,0.9,NA,298035.1805,3187502.584,NA,NA,NA,NA,1145,"Viv12","6/1/2015 21:13:46",0
"168","6/2/2015 4:14:01",2015-06-02 04:14:01,28.799,-113.0688,1,-1,9,-16.8,1.9,1,NA,298083.4385,3187469.964,NA,NA,NA,NA,1145,"Viv12","6/1/2015 21:14:01",0
"169","6/2/2015 4:14:16",2015-06-02 04:14:16,28.7997,-113.0688,1,-1,9,-17.4,1.7,1,NA,298085.934,3187547.893,NA,NA,NA,NA,1145,"Viv12","6/1/2015 21:14:16",0
"170","6/2/2015 4:14:31",2015-06-02 04:14:31,28.7999,-113.0693,1,-1,7,-14.6,1.4,1.1,NA,298043.4467,3187575.423,NA,NA,NA,NA,1145,"Viv12","6/1/2015 21:14:31",0
"171","6/2/2015 4:14:46",2015-06-02 04:14:46,28.8001,-113.07,1,-1,8,-13.4,2.2,1.1,NA,297971.4739,3187592.012,NA,NA,NA,NA,1145,"Viv12","6/1/2015 21:14:46",0
"172","6/2/2015 4:15:01",2015-06-02 04:15:01,28.8003,-113.0697,1,-1,9,-12.7,1.9,1,NA,298000.9526,3187621.246,NA,NA,NA,NA,1145,"Viv12","6/1/2015 21:15:01",0
"173","6/2/2015 4:15:16",2015-06-02 04:15:16,28.8005,-113.07,1,-1,10,-12.8,1.7,0.9,NA,297972.2716,3187637.821,NA,NA,NA,NA,1145,"Viv12","6/1/2015 21:15:16",0
"174","6/2/2015 4:15:31",2015-06-02 04:15:31,28.8008,-113.0704,1,-1,10,-9.1,1.7,0.9,NA,297933.1547,3187671.945,NA,NA,NA,NA,1145,"Viv12","6/1/2015 21:15:31",0
"175","6/2/2015 4:15:46",2015-06-02 04:15:46,28.8014,-113.0704,1,-1,8,-8.8,1.9,1.1,NA,297938.026,3187736.714,NA,NA,NA,NA,1145,"Viv12","6/1/2015 21:15:46",0
"176","6/2/2015 4:16:01",2015-06-02 04:16:01,28.8018,-113.0704,1,-1,10,-8,1.7,0.9,NA,297939.8612,3187786.015,NA,NA,NA,NA,1145,"Viv12","6/1/2015 21:16:01",0
