"","bat_flight","FA","num_buzz","dur_FA","rate"
"4595","bat",NA,NA,NA,NA
"4596","bat",NA,NA,NA,NA
"4597","bat",NA,NA,NA,NA
"4598","bat",NA,NA,NA,NA
"4599","bat",NA,NA,NA,NA
"4600","bat",NA,NA,NA,NA
"4601","bat",NA,NA,NA,NA
"4602","bat",NA,NA,NA,NA
"4603","bat",NA,NA,NA,NA
"4604","bat",NA,NA,NA,NA
"4605","bat",NA,NA,NA,NA
"4606","bat",NA,NA,NA,NA
"4607","bat",NA,NA,NA,NA
"4608","bat",NA,NA,NA,NA
"4609","bat",NA,NA,NA,NA
"4610","bat",NA,NA,NA,NA
"4611","bat",NA,NA,NA,NA
"4612","bat",NA,NA,NA,NA
"4613","bat",NA,NA,NA,NA
"4614","bat",NA,NA,NA,NA
"4615","bat",NA,NA,NA,NA
"4616","bat",NA,NA,NA,NA
"4617","bat",NA,NA,NA,NA
"4618","bat",NA,NA,NA,NA
"4619","bat",NA,NA,NA,NA
"4620","bat",NA,NA,NA,NA
"4621","bat",NA,NA,NA,NA
"4622","bat",NA,NA,NA,NA
"4623","bat",NA,NA,NA,NA
"4624","bat",NA,NA,NA,NA
"4625","bat",NA,NA,NA,NA
"4626","bat",NA,NA,NA,NA
"4627","bat",NA,NA,NA,NA
"4628","bat",NA,NA,NA,NA
"4629","bat",NA,NA,NA,NA
"4630","bat",NA,NA,NA,NA
"4631","bat",NA,NA,NA,NA
"4632","bat",NA,NA,NA,NA
"4633","bat",NA,NA,NA,NA
"4634","bat",NA,NA,NA,NA
"4635","bat",NA,NA,NA,NA
"4636","bat",NA,NA,NA,NA
"4637","bat",NA,NA,NA,NA
"4638","bat",NA,NA,NA,NA
"4639","bat",NA,NA,NA,NA
"4640","bat",NA,NA,NA,NA
"4641","bat",NA,NA,NA,NA
"4642","bat",NA,NA,NA,NA
"4643","bat",NA,NA,NA,NA
"4644","bat",NA,NA,NA,NA
"4645","bat",NA,NA,NA,NA
"4646","bat",NA,NA,NA,NA
"4647","bat",NA,NA,NA,NA
"4648","bat",NA,NA,NA,NA
"4649","bat",NA,NA,NA,NA
"4650","bat",NA,NA,NA,NA
"4651","bat",NA,NA,NA,NA
"4652","bat",NA,NA,NA,NA
"4653","bat",NA,NA,NA,NA
"4654","bat",NA,NA,NA,NA
"4655","bat",NA,NA,NA,NA
"4656","bat",NA,NA,NA,NA
"4657","bat",NA,NA,NA,NA
"4658","bat",NA,NA,NA,NA
"4659","bat",NA,NA,NA,NA
"4660","bat",NA,NA,NA,NA
"4661","bat",NA,NA,NA,NA
"4662","bat",NA,NA,NA,NA
"4663","bat",NA,NA,NA,NA
"4664","bat",NA,NA,NA,NA
"4665","bat",NA,NA,NA,NA
"4666","bat",NA,NA,NA,NA
"4667","bat",NA,NA,NA,NA
"4668","bat",NA,NA,NA,NA
"4669","bat",NA,NA,NA,NA
"4670","bat",NA,NA,NA,NA
"4671","bat",NA,NA,NA,NA
"4672","bat",NA,NA,NA,NA
"4673","bat",NA,NA,NA,NA
"4674","bat",NA,NA,NA,NA
"4675","bat",NA,NA,NA,NA
"4676","bat",NA,NA,NA,NA
"4677","bat",NA,NA,NA,NA
"4678","bat",NA,NA,NA,NA
"4679","bat",NA,NA,NA,NA
"4680","bat",NA,NA,NA,NA
"4681","bat",NA,NA,NA,NA
"4682","bat",NA,NA,NA,NA
"4683","bat",NA,NA,NA,NA
"4684","bat",NA,NA,NA,NA
"4685","bat",NA,NA,NA,NA
"4686","bat",NA,NA,NA,NA
"4687","bat",NA,NA,NA,NA
"4688","bat",NA,NA,NA,NA
"4689","bat",NA,NA,NA,NA
"4690","bat",NA,NA,NA,NA
"4691","bat",NA,NA,NA,NA
"4692","bat",NA,NA,NA,NA
"4693","bat",NA,NA,NA,NA
"4694","bat",NA,NA,NA,NA
"4695","bat",NA,NA,NA,NA
"4696","bat",NA,NA,NA,NA
"4697","bat",NA,NA,NA,NA
"4698","bat",NA,NA,NA,NA
"4699","bat",NA,NA,NA,NA
"4700","bat",NA,NA,NA,NA
"4701","bat",NA,NA,NA,NA
"4702","bat",NA,NA,NA,NA
"4703","bat",NA,NA,NA,NA
"4704","bat",NA,NA,NA,NA
"4705","bat",NA,NA,NA,NA
"4706","bat",NA,NA,NA,NA
"4707","bat",NA,NA,NA,NA
"4708","bat",NA,NA,NA,NA
"4709","bat",NA,NA,NA,NA
"4710","bat",NA,NA,NA,NA
"4711","bat",NA,NA,NA,NA
"4712","bat",NA,NA,NA,NA
"4713","bat",NA,NA,NA,NA
"4714","bat",NA,NA,NA,NA
"4715","bat",NA,NA,NA,NA
"4716","bat",NA,NA,NA,NA
"4717","bat",NA,NA,NA,NA
"4718","bat",NA,NA,NA,NA
"4719","bat",NA,NA,NA,NA
"4720","bat",NA,NA,NA,NA
"4721","bat",NA,NA,NA,NA
"4722","bat",NA,NA,NA,NA
"4723","bat",NA,NA,NA,NA
"4724","bat",NA,NA,NA,NA
"4725","bat",NA,NA,NA,NA
"4726","bat",NA,NA,NA,NA
"4727","bat",NA,NA,NA,NA
"4728","bat",NA,NA,NA,NA
"4729","bat",NA,NA,NA,NA
"4730","bat",NA,NA,NA,NA
"4731","bat",NA,NA,NA,NA
"4732","bat",NA,NA,NA,NA
"4733","bat",NA,NA,NA,NA
"4734","bat",NA,NA,NA,NA
"4735","bat",NA,NA,NA,NA
"4736","bat",NA,NA,NA,NA
"4737","bat",NA,NA,NA,NA
"4738","bat",NA,NA,NA,NA
"4739","bat",NA,NA,NA,NA
"4740","bat",NA,NA,NA,NA
"4741","bat",NA,NA,NA,NA
"4742","bat",NA,NA,NA,NA
"4743","bat",NA,NA,NA,NA
"4744","bat",NA,NA,NA,NA
"4745","bat",NA,NA,NA,NA
"4746","bat",NA,NA,NA,NA
"4747","bat",NA,NA,NA,NA
"4748","bat",NA,NA,NA,NA
"4749","bat",NA,NA,NA,NA
"4750","bat",NA,NA,NA,NA
"4751","bat",NA,NA,NA,NA
"4752","bat",NA,NA,NA,NA
"4753","bat",NA,NA,NA,NA
"4754","bat",NA,NA,NA,NA
"4755","bat",NA,NA,NA,NA
"4756","bat",NA,NA,NA,NA
"4757","bat",NA,NA,NA,NA
"4758","bat",NA,NA,NA,NA
"4759","bat",NA,NA,NA,NA
"4760","bat",NA,NA,NA,NA
"4761","bat",NA,NA,NA,NA
"4762","bat",NA,NA,NA,NA
"4763","bat",NA,NA,NA,NA
"4764","bat",NA,NA,NA,NA
"4765","bat",NA,NA,NA,NA
"4766","bat",NA,NA,NA,NA
"4767","bat",NA,NA,NA,NA
"4768","bat",NA,NA,NA,NA
"4769","bat",NA,NA,NA,NA
"4770","bat",NA,NA,NA,NA
"4771","bat",NA,NA,NA,NA
"4772","bat",NA,NA,NA,NA
"4773","bat",NA,NA,NA,NA
"4774","bat",NA,NA,NA,NA
"4775","bat",NA,NA,NA,NA
"4776","bat",NA,NA,NA,NA
"4777","bat",NA,NA,NA,NA
"4778","bat",NA,NA,NA,NA
"4779","bat",NA,NA,NA,NA
"4780","bat",NA,NA,NA,NA
"4781","bat",NA,NA,NA,NA
"4782","bat",NA,NA,NA,NA
"4783","bat",NA,NA,NA,NA
"4784","bat",NA,NA,NA,NA
"4785","bat",NA,NA,NA,NA
"4786","bat",NA,NA,NA,NA
"4787","bat",NA,NA,NA,NA
"4788","bat",NA,NA,NA,NA
"4789","bat",NA,NA,NA,NA
"4790","bat",NA,NA,NA,NA
"4791","bat",NA,NA,NA,NA
"4792","bat",NA,NA,NA,NA
"4793","bat",NA,NA,NA,NA
"4794","bat",NA,NA,NA,NA
"4795","bat",NA,NA,NA,NA
"4796","bat",NA,NA,NA,NA
"4797","bat",NA,NA,NA,NA
"4798","bat",NA,NA,NA,NA
"4799","bat",NA,NA,NA,NA
"4800","bat",NA,NA,NA,NA
"4801","bat",NA,NA,NA,NA
"4802","bat",NA,NA,NA,NA
"4803","bat",NA,NA,NA,NA
"4804","bat",NA,NA,NA,NA
"4805","bat",NA,NA,NA,NA
"4806","bat",NA,NA,NA,NA
"4807","bat",NA,NA,NA,NA
"4808","bat",NA,NA,NA,NA
"4809","bat",NA,NA,NA,NA
"4810","bat",NA,NA,NA,NA
"4811","bat",NA,NA,NA,NA
"4812","bat",NA,NA,NA,NA
"4813","bat",NA,NA,NA,NA
"4814","bat",NA,NA,NA,NA
"4815","bat",NA,NA,NA,NA
"4816","bat",NA,NA,NA,NA
"4817","bat",NA,NA,NA,NA
"4818","bat",NA,NA,NA,NA
"4819","bat",NA,NA,NA,NA
"4820","bat",NA,NA,NA,NA
"4821","bat",NA,NA,NA,NA
"4822","bat",NA,NA,NA,NA
"4823","bat",NA,NA,NA,NA
"4824","bat",NA,NA,NA,NA
"4825","bat",NA,NA,NA,NA
"4826","bat",NA,NA,NA,NA
"4827","bat",NA,NA,NA,NA
"4828","bat",NA,NA,NA,NA
"4829","bat",NA,NA,NA,NA
"4830","bat",NA,NA,NA,NA
"4831","bat",NA,NA,NA,NA
"4832","bat",NA,NA,NA,NA
"4833","bat",NA,NA,NA,NA
"4834","bat",NA,NA,NA,NA
"4835","bat",NA,NA,NA,NA
"4836","bat",NA,NA,NA,NA
"4837","bat",NA,NA,NA,NA
"4838","bat",NA,NA,NA,NA
"4839","bat",NA,NA,NA,NA
"4840","bat",NA,NA,NA,NA
"4841","bat",NA,NA,NA,NA
"4842","bat",NA,NA,NA,NA
"4843","bat",NA,NA,NA,NA
"4844","bat",NA,NA,NA,NA
"4845","bat",NA,NA,NA,NA
"4846","bat",NA,NA,NA,NA
"4847","bat",NA,NA,NA,NA
"4848","bat",NA,NA,NA,NA
"4849","bat",NA,NA,NA,NA
"4850","bat",NA,NA,NA,NA
"4851","bat",NA,NA,NA,NA
"4852","bat",NA,NA,NA,NA
"4853","bat",NA,NA,NA,NA
"4854","bat",NA,NA,NA,NA
"4855","bat",NA,NA,NA,NA
"4856","bat",NA,NA,NA,NA
"4857","bat",NA,NA,NA,NA
"4858","bat",NA,NA,NA,NA
"4859","bat",NA,NA,NA,NA
"4860","bat",NA,NA,NA,NA
"4861","bat",NA,NA,NA,NA
"4862","bat",NA,NA,NA,NA
"4863","bat",NA,NA,NA,NA
"4864","bat",NA,NA,NA,NA
"4865","bat",NA,NA,NA,NA
"4866","bat",NA,NA,NA,NA
"4867","bat",NA,NA,NA,NA
"4868","bat",NA,NA,NA,NA
"4869","bat",NA,NA,NA,NA
"4870","bat",NA,NA,NA,NA
"4871","bat",NA,NA,NA,NA
"4872","bat",NA,NA,NA,NA
"4873","bat",NA,NA,NA,NA
"4874","bat",NA,NA,NA,NA
"4875","bat",NA,NA,NA,NA
"4876","bat",NA,NA,NA,NA
"4877","bat",NA,NA,NA,NA
"4878","bat",NA,NA,NA,NA
"4879","bat",NA,NA,NA,NA
"4880","bat",NA,NA,NA,NA
"4881","bat",NA,NA,NA,NA
"4882","bat",NA,NA,NA,NA
"4883","bat",NA,NA,NA,NA
"4884","bat",NA,NA,NA,NA
"4885","bat",NA,NA,NA,NA
"4886","bat",NA,NA,NA,NA
"4887","bat",NA,NA,NA,NA
"4888","bat",NA,NA,NA,NA
"4889","bat",NA,NA,NA,NA
"4890","bat",NA,NA,NA,NA
"4891","bat",NA,NA,NA,NA
"4892","bat",NA,NA,NA,NA
"4893","bat",NA,NA,NA,NA
"4894","bat",NA,NA,NA,NA
"4895","bat",NA,NA,NA,NA
"4896","bat",NA,NA,NA,NA
"4897","bat",NA,NA,NA,NA
"4898","bat",NA,NA,NA,NA
"4899","bat",NA,NA,NA,NA
"4900","bat",NA,NA,NA,NA
"4901","bat",NA,NA,NA,NA
"4902","bat",NA,NA,NA,NA
"4903","bat",NA,NA,NA,NA
"4904","bat",NA,NA,NA,NA
"4905","bat",NA,NA,NA,NA
"4906","bat",NA,NA,NA,NA
"4907","bat",NA,NA,NA,NA
"4908","bat",NA,NA,NA,NA
"4909","bat",NA,NA,NA,NA
"4910","bat",NA,NA,NA,NA
"4911","bat",NA,NA,NA,NA
"4912","bat",NA,NA,NA,NA
"4913","bat",NA,NA,NA,NA
"4914","bat",NA,NA,NA,NA
"4915","bat",NA,NA,NA,NA
"4916","bat",NA,NA,NA,NA
"4917","bat",NA,NA,NA,NA
"4918","bat",NA,NA,NA,NA
"4919","bat",NA,NA,NA,NA
"4920","bat",NA,NA,NA,NA
"4921","bat",NA,NA,NA,NA
"4922","bat",NA,NA,NA,NA
"4923","bat",NA,NA,NA,NA
"4924","bat",NA,NA,NA,NA
"4925","bat",NA,NA,NA,NA
"4926","bat",NA,NA,NA,NA
"4927","bat",NA,NA,NA,NA
"4928","bat",NA,NA,NA,NA
"4929","bat",NA,NA,NA,NA
"4930","bat",NA,NA,NA,NA
"4931","bat",NA,NA,NA,NA
"4932","bat",NA,NA,NA,NA
"4933","bat",NA,NA,NA,NA
"4934","bat",NA,NA,NA,NA
"4935","bat",NA,NA,NA,NA
"4936","bat",NA,NA,NA,NA
"4937","bat",NA,NA,NA,NA
"4938","bat",NA,NA,NA,NA
"4939","bat",NA,NA,NA,NA
"4940","bat",NA,NA,NA,NA
"4941","bat",NA,NA,NA,NA
"4942","bat",NA,NA,NA,NA
"4943","bat",NA,NA,NA,NA
"4944","bat",NA,NA,NA,NA
"4945","bat",NA,NA,NA,NA
"4946","bat",NA,NA,NA,NA
"4947","bat",NA,NA,NA,NA
"4948","bat",NA,NA,NA,NA
"4949","bat",NA,NA,NA,NA
"4950","bat",NA,NA,NA,NA
"4951","bat",NA,NA,NA,NA
"4952","bat",NA,NA,NA,NA
"4953","bat",NA,NA,NA,NA
"4954","bat",NA,NA,NA,NA
"4955","bat",NA,NA,NA,NA
"4956","bat",NA,NA,NA,NA
"4957","bat",NA,NA,NA,NA
"4958","bat",NA,NA,NA,NA
"4959","bat",NA,NA,NA,NA
"4960","bat",NA,NA,NA,NA
"4961","bat",NA,NA,NA,NA
"4962","bat",NA,NA,NA,NA
"4963","bat",NA,NA,NA,NA
"4964","bat",NA,NA,NA,NA
"4965","bat",NA,NA,NA,NA
"4966","bat",NA,NA,NA,NA
"4967","bat",NA,NA,NA,NA
"4968","bat",NA,NA,NA,NA
"4969","bat",NA,NA,NA,NA
"4970","bat",NA,NA,NA,NA
"4971","bat",NA,NA,NA,NA
"4972","bat",NA,NA,NA,NA
"4973","bat",NA,NA,NA,NA
"4974","bat",NA,NA,NA,NA
"4975","bat",NA,NA,NA,NA
"4976","bat",NA,NA,NA,NA
"4977","bat",NA,NA,NA,NA
"4978","bat",NA,NA,NA,NA
"4979","bat",NA,NA,NA,NA
"4980","bat",NA,NA,NA,NA
"4981","bat",NA,NA,NA,NA
"4982","bat",NA,NA,NA,NA
"4983","bat",NA,NA,NA,NA
"4984","bat",NA,NA,NA,NA
"4985","bat",NA,NA,NA,NA
"4986","bat",NA,NA,NA,NA
"4987","bat",NA,NA,NA,NA
"4988","bat",NA,NA,NA,NA
"4989","bat",NA,NA,NA,NA
"4990","bat",NA,NA,NA,NA
"4991","bat",NA,NA,NA,NA
"4992","bat",NA,NA,NA,NA
"4993","bat",NA,NA,NA,NA
"4994","bat",NA,NA,NA,NA
"4995","bat",NA,NA,NA,NA
"4996","bat",NA,NA,NA,NA
"4997","bat",NA,NA,NA,NA
"4998","bat",NA,NA,NA,NA
"4999","bat",NA,NA,NA,NA
"5000","bat",NA,NA,NA,NA
"5001","bat",NA,NA,NA,NA
"5002","bat",NA,NA,NA,NA
"5003","bat",NA,NA,NA,NA
"5004","bat",NA,NA,NA,NA
"5005","bat",NA,NA,NA,NA
"5006","bat",NA,NA,NA,NA
"5007","bat",NA,NA,NA,NA
"5008","bat",NA,NA,NA,NA
"5009","bat",NA,NA,NA,NA
"5010","bat",NA,NA,NA,NA
"5011","bat",NA,NA,NA,NA
"5012","bat",NA,NA,NA,NA
"5013","bat",NA,NA,NA,NA
"5014","bat",NA,NA,NA,NA
"5015","bat",NA,NA,NA,NA
"5016","bat",NA,NA,NA,NA
"5017","bat",NA,NA,NA,NA
"5018","bat",NA,NA,NA,NA
"5019","bat",NA,NA,NA,NA
"5020","bat",NA,NA,NA,NA
"5021","bat",NA,NA,NA,NA
"5022","bat",NA,NA,NA,NA
"5023","bat",NA,NA,NA,NA
"5024","bat",NA,NA,NA,NA
"5025","bat",NA,NA,NA,NA
"5026","bat",NA,NA,NA,NA
"5027","bat",NA,NA,NA,NA
"5028","bat",NA,NA,NA,NA
"5029","bat",NA,NA,NA,NA
"5030","bat",NA,NA,NA,NA
"5031","bat",NA,NA,NA,NA
"5032","bat",NA,NA,NA,NA
"5033","bat",NA,NA,NA,NA
"5034","bat",NA,NA,NA,NA
"5035","bat",NA,NA,NA,NA
"5036","bat",NA,NA,NA,NA
"5037","bat",NA,NA,NA,NA
"5038","bat",NA,NA,NA,NA
"5039","bat",NA,NA,NA,NA
"5040","bat",NA,NA,NA,NA
"5041","bat",NA,NA,NA,NA
"5042","bat",NA,NA,NA,NA
"5043","bat",NA,NA,NA,NA
"5044","bat",NA,NA,NA,NA
"5045","bat",NA,NA,NA,NA
"5046","bat",NA,NA,NA,NA
"5047","bat",NA,NA,NA,NA
"5048","bat",NA,NA,NA,NA
"5049","bat",NA,NA,NA,NA
"5050","bat",NA,NA,NA,NA
"5051","bat",NA,NA,NA,NA
"5052","bat",NA,NA,NA,NA
"5053","bat",NA,NA,NA,NA
"5054","bat",NA,NA,NA,NA
"5055","bat",NA,NA,NA,NA
"5056","bat",NA,NA,NA,NA
"5057","bat",NA,NA,NA,NA
"5058","bat",NA,NA,NA,NA
"5059","bat",NA,NA,NA,NA
"5060","bat",NA,NA,NA,NA
"5061","bat",NA,NA,NA,NA
"5062","bat",NA,NA,NA,NA
"5063","bat",NA,NA,NA,NA
"5064","bat",NA,NA,NA,NA
"5065","bat",NA,NA,NA,NA
"5066","bat",NA,NA,NA,NA
"5067","bat",NA,NA,NA,NA
"5068","bat",NA,NA,NA,NA
"5069","bat",NA,NA,NA,NA
"5070","bat",NA,NA,NA,NA
"5071","bat",NA,NA,NA,NA
"5072","bat",NA,NA,NA,NA
"5073","bat",NA,NA,NA,NA
"5074","bat",NA,NA,NA,NA
"5075","bat",NA,NA,NA,NA
"5076","bat",NA,NA,NA,NA
"5077","bat",NA,NA,NA,NA
"5078","bat",NA,NA,NA,NA
"5079","bat",NA,NA,NA,NA
"5080","bat",NA,NA,NA,NA
"5081","bat",NA,NA,NA,NA
"5082","bat",NA,NA,NA,NA
"5083","bat",NA,NA,NA,NA
"5084","bat",NA,NA,NA,NA
"5085","bat",NA,NA,NA,NA
"5086","bat",NA,NA,NA,NA
"5087","bat",NA,NA,NA,NA
"5088","bat",NA,NA,NA,NA
"5089","bat",NA,NA,NA,NA
"5090","bat",NA,NA,NA,NA
"5091","bat",NA,NA,NA,NA
"5092","bat",NA,NA,NA,NA
"5093","bat",NA,NA,NA,NA
"5094","bat",NA,NA,NA,NA
"5095","bat",NA,NA,NA,NA
"5096","bat",NA,NA,NA,NA
"5097","bat",NA,NA,NA,NA
"5098","bat",NA,NA,NA,NA
"5099","bat",NA,NA,NA,NA
"5100","bat",NA,NA,NA,NA
"5101","bat",NA,NA,NA,NA
"5102","bat",NA,NA,NA,NA
"5103","bat",NA,NA,NA,NA
"5104","bat",NA,NA,NA,NA
"5105","bat",NA,NA,NA,NA
"5106","bat",NA,NA,NA,NA
"5107","bat",NA,NA,NA,NA
"5108","bat",NA,NA,NA,NA
"5109","bat",NA,NA,NA,NA
"5110","bat",NA,NA,NA,NA
"5111","bat",NA,NA,NA,NA
"5112","bat",NA,NA,NA,NA
"5113","bat",NA,NA,NA,NA
"5114","bat",NA,NA,NA,NA
"5115","bat",NA,NA,NA,NA
"5116","bat",NA,NA,NA,NA
"5117","bat",NA,NA,NA,NA
"5118","bat",NA,NA,NA,NA
"5119","bat",NA,NA,NA,NA
"5120","bat",NA,NA,NA,NA
"5121","bat",NA,NA,NA,NA
"5122","bat",NA,NA,NA,NA
"5123","bat",NA,NA,NA,NA
"5124","bat",NA,NA,NA,NA
"5125","bat",NA,NA,NA,NA
"5126","bat",NA,NA,NA,NA
"5127","bat",NA,NA,NA,NA
"5128","bat",NA,NA,NA,NA
"5129","bat",NA,NA,NA,NA
"5130","bat",NA,NA,NA,NA
"5131","bat",NA,NA,NA,NA
"5132","bat",NA,NA,NA,NA
"5133","bat",NA,NA,NA,NA
"5134","bat",NA,NA,NA,NA
"5135","bat",NA,NA,NA,NA
"5136","bat",NA,NA,NA,NA
"5137","bat",NA,NA,NA,NA
"5138","bat",NA,NA,NA,NA
"5139","bat",NA,NA,NA,NA
"5140","bat",NA,NA,NA,NA
"5141","bat",NA,NA,NA,NA
"5142","bat",NA,NA,NA,NA
"5143","bat",NA,NA,NA,NA
"5144","bat",NA,NA,NA,NA
"5145","bat",NA,NA,NA,NA
"5146","bat",NA,NA,NA,NA
"5147","bat",NA,NA,NA,NA
"5148","bat",NA,NA,NA,NA
"5149","bat",NA,NA,NA,NA
"5150","bat",NA,NA,NA,NA
"5151","bat",NA,NA,NA,NA
"5152","bat",NA,NA,NA,NA
"5153","bat",NA,NA,NA,NA
"5154","bat",NA,NA,NA,NA
"5155","bat",NA,NA,NA,NA
"5156","bat",NA,NA,NA,NA
"5157","bat",NA,NA,NA,NA
"5158","bat",NA,NA,NA,NA
"5159","bat",NA,NA,NA,NA
"5160","bat",NA,NA,NA,NA
"5161","bat",NA,NA,NA,NA
"5162","bat",NA,NA,NA,NA
"5163","bat",NA,NA,NA,NA
"5164","bat",NA,NA,NA,NA
"5165","bat",NA,NA,NA,NA
"5166","bat",NA,NA,NA,NA
"5167","bat",NA,NA,NA,NA
"5168","bat",NA,NA,NA,NA
"5169","bat",NA,NA,NA,NA
"5170","bat",NA,NA,NA,NA
"5171","bat",NA,NA,NA,NA
"5172","bat",NA,NA,NA,NA
"5173","bat",NA,NA,NA,NA
"5174","bat",NA,NA,NA,NA
"5175","bat",NA,NA,NA,NA
"5176","bat",NA,NA,NA,NA
"5177","bat",NA,NA,NA,NA
"5178","bat",NA,NA,NA,NA
"5179","bat",NA,NA,NA,NA
"5180","bat",NA,NA,NA,NA
"5181","bat",NA,NA,NA,NA
"5182","bat",NA,NA,NA,NA
"5183","bat",NA,NA,NA,NA
"5184","bat",NA,NA,NA,NA
"5185","bat",NA,NA,NA,NA
"5186","bat",NA,NA,NA,NA
"5187","bat",NA,NA,NA,NA
"5188","bat",NA,NA,NA,NA
"5189","bat",NA,NA,NA,NA
"5190","bat",NA,NA,NA,NA
"5191","bat",NA,NA,NA,NA
"5192","bat",NA,NA,NA,NA
"5193","bat",NA,NA,NA,NA
"5194","bat",NA,NA,NA,NA
"5195","bat",NA,NA,NA,NA
"5196","bat",NA,NA,NA,NA
"5197","bat",NA,NA,NA,NA
"5198","bat",NA,NA,NA,NA
"5199","bat",NA,NA,NA,NA
"5200","bat",NA,NA,NA,NA
"5201","bat",NA,NA,NA,NA
"5202","bat",NA,NA,NA,NA
"5203","bat",NA,NA,NA,NA
"5204","bat",NA,NA,NA,NA
"5205","bat",NA,NA,NA,NA
"5206","bat",NA,NA,NA,NA
"5207","bat",NA,NA,NA,NA
"5208","bat",NA,NA,NA,NA
"5209","bat",NA,NA,NA,NA
"5210","bat",NA,NA,NA,NA
"5211","bat",NA,NA,NA,NA
"5212","bat",NA,NA,NA,NA
"5213","bat",NA,NA,NA,NA
"5214","bat",NA,NA,NA,NA
"5215","bat",NA,NA,NA,NA
"5216","bat",NA,NA,NA,NA
"5217","bat",NA,NA,NA,NA
"5218","bat",NA,NA,NA,NA
"5219","bat",NA,NA,NA,NA
"5220","bat",NA,NA,NA,NA
"5221","bat",NA,NA,NA,NA
"5222","bat",NA,NA,NA,NA
"5223","bat",NA,NA,NA,NA
"5224","bat",NA,NA,NA,NA
"5225","bat",NA,NA,NA,NA
"5226","bat",NA,NA,NA,NA
"5227","bat",NA,NA,NA,NA
"5228","bat",NA,NA,NA,NA
"5229","bat",NA,NA,NA,NA
"5230","bat",NA,NA,NA,NA
"5231","bat",NA,NA,NA,NA
"5232","bat",NA,NA,NA,NA
"5233","bat",NA,NA,NA,NA
"5234","bat",NA,NA,NA,NA
"5235","bat",NA,NA,NA,NA
"5236","bat",NA,NA,NA,NA
"5237","bat",NA,NA,NA,NA
"5238","bat",NA,NA,NA,NA
"5239","bat",NA,NA,NA,NA
"5240","bat",NA,NA,NA,NA
"5241","bat",NA,NA,NA,NA
"5242","bat",NA,NA,NA,NA
"5243","bat",NA,NA,NA,NA
"5244","bat",NA,NA,NA,NA
"5245","bat",NA,NA,NA,NA
"5246","bat",NA,NA,NA,NA
"5247","bat",NA,NA,NA,NA
"5248","bat",NA,NA,NA,NA
"5249","bat",NA,NA,NA,NA
"5250","bat",NA,NA,NA,NA
"5251","bat",NA,NA,NA,NA
"5252","bat",NA,NA,NA,NA
"5253","bat",NA,NA,NA,NA
"5254","bat",NA,NA,NA,NA
"5255","bat",NA,NA,NA,NA
"5256","bat",NA,NA,NA,NA
"5257","bat",NA,NA,NA,NA
"5258","bat",NA,NA,NA,NA
"5259","bat",NA,NA,NA,NA
"5260","bat",NA,NA,NA,NA
"5261","bat",NA,NA,NA,NA
"5262","bat",NA,NA,NA,NA
"5263","bat",NA,NA,NA,NA
"5264","bat",NA,NA,NA,NA
"5265","bat",NA,NA,NA,NA
"5266","bat",NA,NA,NA,NA
"5267","bat",NA,NA,NA,NA
"5268","bat",NA,NA,NA,NA
"5269","bat",NA,NA,NA,NA
"5270","bat",NA,NA,NA,NA
"5271","bat",NA,NA,NA,NA
"5272","bat",NA,NA,NA,NA
"5273","bat",NA,NA,NA,NA
"5274","bat",NA,NA,NA,NA
"5275","bat",NA,NA,NA,NA
"5276","bat",NA,NA,NA,NA
"5277","bat",NA,NA,NA,NA
"5278","bat",NA,NA,NA,NA
"5279","bat",NA,NA,NA,NA
"5280","bat",NA,NA,NA,NA
"5281","bat",NA,NA,NA,NA
"5282","bat",NA,NA,NA,NA
"5283","bat",NA,NA,NA,NA
"5284","bat",NA,NA,NA,NA
"5285","bat",NA,NA,NA,NA
"5286","bat",NA,NA,NA,NA
"5287","bat",NA,NA,NA,NA
"5288","bat",NA,NA,NA,NA
"5289","bat",NA,NA,NA,NA
"5290","bat",NA,NA,NA,NA
"5291","bat",NA,NA,NA,NA
"5292","bat",NA,NA,NA,NA
"5293","bat",NA,NA,NA,NA
"5294","bat",NA,NA,NA,NA
"5295","bat",NA,NA,NA,NA
"5296","bat",NA,NA,NA,NA
"5297","bat",NA,NA,NA,NA
"5298","bat",NA,NA,NA,NA
"5299","bat",NA,NA,NA,NA
"5300","bat",NA,NA,NA,NA
"5301","bat",NA,NA,NA,NA
"5302","bat",NA,NA,NA,NA
"5303","bat",NA,NA,NA,NA
"5304","bat",NA,NA,NA,NA
"5305","bat",NA,NA,NA,NA
"5306","bat",NA,NA,NA,NA
"5307","bat",NA,NA,NA,NA
"5308","bat",NA,NA,NA,NA
"5309","bat",NA,NA,NA,NA
"5310","bat",NA,NA,NA,NA
"5311","bat",NA,NA,NA,NA
"5312","bat",NA,NA,NA,NA
"5313","bat",NA,NA,NA,NA
"5314","bat",NA,NA,NA,NA
"5315","bat",NA,NA,NA,NA
"5316","bat",NA,NA,NA,NA
"5317","bat",NA,NA,NA,NA
"5318","bat",NA,NA,NA,NA
"5319","bat",NA,NA,NA,NA
"5320","bat",NA,NA,NA,NA
"5321","bat",NA,NA,NA,NA
"5322","bat",NA,NA,NA,NA
"5323","bat",NA,NA,NA,NA
"5324","bat",NA,NA,NA,NA
"5325","bat",NA,NA,NA,NA
"5326","bat",NA,NA,NA,NA
"5327","bat",NA,NA,NA,NA
"5328","bat",NA,NA,NA,NA
"5329","bat",NA,NA,NA,NA
