"","bat_flight","FA","num_buzz","dur_FA","rate"
"1765","bat",NA,NA,NA,NA
"1766","bat",NA,NA,NA,NA
"1767","bat",NA,NA,NA,NA
"1768","bat",NA,NA,NA,NA
"1769","bat",NA,NA,NA,NA
"1770","bat",NA,NA,NA,NA
"1771","bat",NA,NA,NA,NA
"1772","bat",NA,NA,NA,NA
"1773","bat",NA,NA,NA,NA
"1774","bat",NA,NA,NA,NA
"1775","bat",NA,NA,NA,NA
"1776","bat",NA,NA,NA,NA
"1777","bat",NA,NA,NA,NA
"1778","bat",NA,NA,NA,NA
"1779","bat",NA,NA,NA,NA
"1780","bat",NA,NA,NA,NA
"1781","bat",NA,NA,NA,NA
"1782","bat",NA,NA,NA,NA
"1783","bat",NA,NA,NA,NA
"1784","bat",NA,NA,NA,NA
"1785","bat",NA,NA,NA,NA
"1786","bat",NA,NA,NA,NA
"1787","bat",NA,NA,NA,NA
"1788","bat",NA,NA,NA,NA
"1789","bat",NA,NA,NA,NA
"1790","bat",NA,NA,NA,NA
"1791","bat",NA,NA,NA,NA
"1792","bat",NA,NA,NA,NA
"1793","bat",NA,NA,NA,NA
"1794","bat",NA,NA,NA,NA
"1795","bat",NA,NA,NA,NA
"1796","bat",NA,NA,NA,NA
"1797","bat",NA,NA,NA,NA
"1798","bat",NA,NA,NA,NA
"1799","bat",NA,NA,NA,NA
"1800","bat",NA,NA,NA,NA
"1801","bat",NA,NA,NA,NA
"1802","bat",NA,NA,NA,NA
"1803","bat",NA,NA,NA,NA
"1804","bat",NA,NA,NA,NA
"1805","bat",NA,NA,NA,NA
"1806","bat",NA,NA,NA,NA
"1807","bat",NA,NA,NA,NA
"1808","bat",NA,NA,NA,NA
"1809","bat",NA,NA,NA,NA
"1810","bat",NA,NA,NA,NA
"1811","bat",NA,NA,NA,NA
"1812","bat",NA,NA,NA,NA
"1813","bat",NA,NA,NA,NA
"1814","bat",NA,NA,NA,NA
"1815","bat",NA,NA,NA,NA
"1816","bat",NA,NA,NA,NA
"1817","bat",NA,NA,NA,NA
"1818","bat",NA,NA,NA,NA
"1819","bat",NA,NA,NA,NA
"1820","bat",NA,NA,NA,NA
"1821","bat",NA,NA,NA,NA
"1822","bat",NA,NA,NA,NA
"1823","bat",NA,NA,NA,NA
"1824","bat",NA,NA,NA,NA
"1825","bat",NA,NA,NA,NA
"1826","bat",NA,NA,NA,NA
"1827","bat",NA,NA,NA,NA
"1828","bat",NA,NA,NA,NA
"1829","bat",NA,NA,NA,NA
"1830","bat",NA,NA,NA,NA
"1831","bat",NA,NA,NA,NA
"1832","bat",NA,NA,NA,NA
"1833","bat",NA,NA,NA,NA
"1834","bat",NA,NA,NA,NA
"1835","bat",NA,NA,NA,NA
"1836","bat",NA,NA,NA,NA
"1837","bat",NA,NA,NA,NA
"1838","bat",NA,NA,NA,NA
"1839","bat",NA,NA,NA,NA
"1840","bat",NA,NA,NA,NA
"1841","bat",NA,NA,NA,NA
"1842","bat",NA,NA,NA,NA
"1843","bat",NA,NA,NA,NA
"1844","bat",NA,NA,NA,NA
"1845","bat",NA,NA,NA,NA
"1846","bat",NA,NA,NA,NA
"1847","bat",NA,NA,NA,NA
"1848","bat",NA,NA,NA,NA
"1849","bat",NA,NA,NA,NA
"1850","bat",NA,NA,NA,NA
"1851","bat",NA,NA,NA,NA
"1852","bat",NA,NA,NA,NA
"1853","bat",NA,NA,NA,NA
"1854","bat",NA,NA,NA,NA
"1855","bat",NA,NA,NA,NA
"1856","bat",NA,NA,NA,NA
"1857","bat",NA,NA,NA,NA
"1858","bat",NA,NA,NA,NA
"1859","bat",NA,NA,NA,NA
"1860","bat",NA,NA,NA,NA
"1861","bat",NA,NA,NA,NA
"1862","bat",NA,NA,NA,NA
"1863","bat",NA,NA,NA,NA
"1864","bat",NA,NA,NA,NA
"1865","bat",NA,NA,NA,NA
"1866","bat",NA,NA,NA,NA
"1867","bat",NA,NA,NA,NA
"1868","bat",NA,NA,NA,NA
"1869","bat",NA,NA,NA,NA
"1870","bat",NA,NA,NA,NA
"1871","bat",NA,NA,NA,NA
"1872","bat",NA,NA,NA,NA
"1873","bat",NA,NA,NA,NA
"1874","bat",NA,NA,NA,NA
"1875","bat",NA,NA,NA,NA
"1876","bat",NA,NA,NA,NA
"1877","bat",NA,NA,NA,NA
"1878","bat",NA,NA,NA,NA
"1879","bat",NA,NA,NA,NA
"1880","bat",NA,NA,NA,NA
"1881","bat",NA,NA,NA,NA
"1882","bat",NA,NA,NA,NA
"1883","bat",NA,NA,NA,NA
"1884","bat",NA,NA,NA,NA
"1885","bat",NA,NA,NA,NA
"1886","bat",NA,NA,NA,NA
"1887","bat",NA,NA,NA,NA
"1888","bat",NA,NA,NA,NA
"1889","bat",NA,NA,NA,NA
"1890","bat",NA,NA,NA,NA
"1891","bat",NA,NA,NA,NA
"1892","bat",NA,NA,NA,NA
"1893","bat",NA,NA,NA,NA
"1894","bat",NA,NA,NA,NA
"1895","bat",NA,NA,NA,NA
"1896","bat",NA,NA,NA,NA
"1897","bat",NA,NA,NA,NA
"1898","bat",NA,NA,NA,NA
"1899","bat",NA,NA,NA,NA
"1900","bat",NA,NA,NA,NA
"1901","bat",NA,NA,NA,NA
"1902","bat",NA,NA,NA,NA
"1903","bat",NA,NA,NA,NA
"1904","bat",NA,NA,NA,NA
"1905","bat",NA,NA,NA,NA
"1906","bat",NA,NA,NA,NA
"1907","bat",NA,NA,NA,NA
"1908","bat",NA,NA,NA,NA
"1909","bat",NA,NA,NA,NA
"1910","bat",NA,NA,NA,NA
"1911","bat",NA,NA,NA,NA
"1912","bat",NA,NA,NA,NA
"1913","bat",NA,NA,NA,NA
"1914","bat",NA,NA,NA,NA
"1915","bat",NA,NA,NA,NA
"1916","bat",NA,NA,NA,NA
"1917","bat",NA,NA,NA,NA
"1918","bat",NA,NA,NA,NA
"1919","bat",NA,NA,NA,NA
"1920","bat",NA,NA,NA,NA
"1921","bat",NA,NA,NA,NA
"1922","bat",NA,NA,NA,NA
"1923","bat",NA,NA,NA,NA
"1924","bat",NA,NA,NA,NA
"1925","bat",NA,NA,NA,NA
"1926","bat",NA,NA,NA,NA
"1927","bat",NA,NA,NA,NA
"1928","bat",NA,NA,NA,NA
"1929","bat",NA,NA,NA,NA
"1930","bat",NA,NA,NA,NA
"1931","bat",NA,NA,NA,NA
"1932","bat",NA,NA,NA,NA
"1933","bat",NA,NA,NA,NA
"1934","bat",NA,NA,NA,NA
"1935","bat",NA,NA,NA,NA
"1936","bat",NA,NA,NA,NA
"1937","bat",NA,NA,NA,NA
"1938","bat",NA,NA,NA,NA
"1939","bat",NA,NA,NA,NA
"1940","bat",NA,NA,NA,NA
"1941","bat",NA,NA,NA,NA
"1942","bat",NA,NA,NA,NA
"1943","bat",NA,NA,NA,NA
"1944","bat",NA,NA,NA,NA
"1945","bat",NA,NA,NA,NA
"1946","bat",NA,NA,NA,NA
"1947","bat",NA,NA,NA,NA
"1948","bat",NA,NA,NA,NA
"1949","bat",NA,NA,NA,NA
"1950","bat",NA,NA,NA,NA
"1951","bat",NA,NA,NA,NA
"1952","bat",NA,NA,NA,NA
"1953","bat",NA,NA,NA,NA
"1954","bat",NA,NA,NA,NA
"1955","bat",NA,NA,NA,NA
"1956","bat",NA,NA,NA,NA
"1957","bat",NA,NA,NA,NA
"1958","bat",NA,NA,NA,NA
"1959","bat",NA,NA,NA,NA
"1960","bat",NA,NA,NA,NA
"1961","bat",NA,NA,NA,NA
"1962","bat",NA,NA,NA,NA
"1963","bat",NA,NA,NA,NA
"1964","bat",NA,NA,NA,NA
"1965","bat",NA,NA,NA,NA
"1966","bat",NA,NA,NA,NA
"1967","bat",NA,NA,NA,NA
"1968","bat",NA,NA,NA,NA
"1969","bat",NA,NA,NA,NA
"1970","bat",NA,NA,NA,NA
"1971","bat",NA,NA,NA,NA
"1972","bat",NA,NA,NA,NA
"1973","bat",NA,NA,NA,NA
"1974","bat",NA,NA,NA,NA
"1975","bat",NA,NA,NA,NA
"1976","bat",NA,NA,NA,NA
"1977","bat",NA,NA,NA,NA
"1978","bat",NA,NA,NA,NA
"1979","bat",NA,NA,NA,NA
"1980","bat",NA,NA,NA,NA
"1981","bat",NA,NA,NA,NA
"1982","bat",NA,NA,NA,NA
"1983","bat",NA,NA,NA,NA
"1984","bat",NA,NA,NA,NA
"1985","bat",NA,NA,NA,NA
"1986","bat",NA,NA,NA,NA
"1987","bat",NA,NA,NA,NA
"1988","bat",NA,NA,NA,NA
"1989","bat",NA,NA,NA,NA
"1990","bat",NA,NA,NA,NA
"1991","bat",NA,NA,NA,NA
"1992","bat",NA,NA,NA,NA
"1993","bat",NA,NA,NA,NA
"1994","bat",NA,NA,NA,NA
"1995","bat",NA,NA,NA,NA
"1996","bat",NA,NA,NA,NA
"1997","bat",NA,NA,NA,NA
"1998","bat",NA,NA,NA,NA
"1999","bat",NA,NA,NA,NA
"2000","bat",NA,NA,NA,NA
"2001","bat",NA,NA,NA,NA
"2002","bat",NA,NA,NA,NA
"2003","bat",NA,NA,NA,NA
"2004","bat",NA,NA,NA,NA
"2005","bat",NA,NA,NA,NA
"2006","bat",NA,NA,NA,NA
"2007","bat",NA,NA,NA,NA
"2008","bat",NA,NA,NA,NA
"2009","bat",NA,NA,NA,NA
"2010","bat",NA,NA,NA,NA
"2011","bat",NA,NA,NA,NA
"2012","bat",NA,NA,NA,NA
"2013","bat",NA,NA,NA,NA
"2014","bat",NA,NA,NA,NA
"2015","bat",NA,NA,NA,NA
"2016","bat",NA,NA,NA,NA
"2017","bat",NA,NA,NA,NA
"2018","bat",NA,NA,NA,NA
"2019","bat",NA,NA,NA,NA
"2020","bat",NA,NA,NA,NA
"2021","bat",NA,NA,NA,NA
"2022","bat",NA,NA,NA,NA
"2023","bat",NA,NA,NA,NA
"2024","bat",NA,NA,NA,NA
"2025","bat",NA,NA,NA,NA
"2026","bat",NA,NA,NA,NA
"2027","bat",NA,NA,NA,NA
"2028","bat",NA,NA,NA,NA
"2029","bat",NA,NA,NA,NA
"2030","bat",NA,NA,NA,NA
"2031","bat",NA,NA,NA,NA
"2032","bat",NA,NA,NA,NA
"2033","bat",NA,NA,NA,NA
"2034","bat",NA,NA,NA,NA
"2035","bat",NA,NA,NA,NA
"2036","bat",NA,NA,NA,NA
"2037","bat",NA,NA,NA,NA
"2038","bat",NA,NA,NA,NA
"2039","bat",NA,NA,NA,NA
"2040","bat",NA,NA,NA,NA
"2041","bat",NA,NA,NA,NA
"2042","bat",NA,NA,NA,NA
"2043","bat",NA,NA,NA,NA
"2044","bat",NA,NA,NA,NA
"2045","bat",NA,NA,NA,NA
"2046","bat",NA,NA,NA,NA
"2047","bat",NA,NA,NA,NA
"2048","bat",NA,NA,NA,NA
"2049","bat",NA,NA,NA,NA
"2050","bat",NA,NA,NA,NA
"2051","bat",NA,NA,NA,NA
"2052","bat",NA,NA,NA,NA
"2053","bat",NA,NA,NA,NA
"2054","bat",NA,NA,NA,NA
"2055","bat",NA,NA,NA,NA
"2056","bat",NA,NA,NA,NA
"2057","bat",NA,NA,NA,NA
"2058","bat",NA,NA,NA,NA
"2059","bat",NA,NA,NA,NA
"2060","bat",NA,NA,NA,NA
"2061","bat",NA,NA,NA,NA
"2062","bat",NA,NA,NA,NA
"2063","bat",NA,NA,NA,NA
"2064","bat",NA,NA,NA,NA
"2065","bat",NA,NA,NA,NA
"2066","bat",NA,NA,NA,NA
"2067","bat",NA,NA,NA,NA
"2068","bat",NA,NA,NA,NA
"2069","bat",NA,NA,NA,NA
"2070","bat",NA,NA,NA,NA
"2071","bat",NA,NA,NA,NA
"2072","bat",NA,NA,NA,NA
"2073","bat",NA,NA,NA,NA
"2074","bat",NA,NA,NA,NA
"2075","bat",NA,NA,NA,NA
"2076","bat",NA,NA,NA,NA
"2077","bat",NA,NA,NA,NA
"2078","bat",NA,NA,NA,NA
"2079","bat",NA,NA,NA,NA
"2080","bat",NA,NA,NA,NA
"2081","bat",NA,NA,NA,NA
"2082","bat",NA,NA,NA,NA
"2083","bat",NA,NA,NA,NA
"2084","bat",NA,NA,NA,NA
"2085","bat",NA,NA,NA,NA
"2086","bat",NA,NA,NA,NA
"2087","bat",NA,NA,NA,NA
"2088","bat",NA,NA,NA,NA
"2089","bat",NA,NA,NA,NA
"2090","bat",NA,NA,NA,NA
"2091","bat",NA,NA,NA,NA
"2092","bat",NA,NA,NA,NA
"2093","bat",NA,NA,NA,NA
"2094","bat",NA,NA,NA,NA
"2095","bat",NA,NA,NA,NA
"2096","bat",NA,NA,NA,NA
"2097","bat",NA,NA,NA,NA
"2098","bat",NA,NA,NA,NA
"2099","bat",NA,NA,NA,NA
"2100","bat",NA,NA,NA,NA
"2101","bat",NA,NA,NA,NA
"2102","bat",NA,NA,NA,NA
"2103","bat",NA,NA,NA,NA
"2104","bat",NA,NA,NA,NA
"2105","bat",NA,NA,NA,NA
"2106","bat",NA,NA,NA,NA
"2107","bat",NA,NA,NA,NA
"2108","bat",NA,NA,NA,NA
"2109","bat",NA,NA,NA,NA
"2110","bat",NA,NA,NA,NA
"2111","bat",NA,NA,NA,NA
"2112","bat",NA,NA,NA,NA
"2113","bat",NA,NA,NA,NA
"2114","bat",NA,NA,NA,NA
"2115","bat",NA,NA,NA,NA
"2116","bat",NA,NA,NA,NA
"2117","bat",NA,NA,NA,NA
"2118","bat",NA,NA,NA,NA
"2119","bat",NA,NA,NA,NA
"2120","bat",NA,NA,NA,NA
"2121","bat",NA,NA,NA,NA
"2122","bat",NA,NA,NA,NA
"2123","bat",NA,NA,NA,NA
"2124","bat",NA,NA,NA,NA
"2125","bat",NA,NA,NA,NA
"2126","bat",NA,NA,NA,NA
"2127","bat",NA,NA,NA,NA
"2128","bat",NA,NA,NA,NA
"2129","bat",NA,NA,NA,NA
"2130","bat",NA,NA,NA,NA
"2131","bat",NA,NA,NA,NA
"2132","bat",NA,NA,NA,NA
"2133","bat",NA,NA,NA,NA
"2134","bat",NA,NA,NA,NA
"2135","bat",NA,NA,NA,NA
"2136","bat",NA,NA,NA,NA
"2137","bat",NA,NA,NA,NA
"2138","bat",NA,NA,NA,NA
"2139","bat",NA,NA,NA,NA
"2140","bat",NA,NA,NA,NA
"2141","bat",NA,NA,NA,NA
"2142","bat",NA,NA,NA,NA
"2143","bat",NA,NA,NA,NA
"2144","bat",NA,NA,NA,NA
"2145","bat",NA,NA,NA,NA
"2146","bat",NA,NA,NA,NA
"2147","bat",NA,NA,NA,NA
"2148","bat",NA,NA,NA,NA
"2149","bat",NA,NA,NA,NA
"2150","bat",NA,NA,NA,NA
"2151","bat",NA,NA,NA,NA
"2152","bat",NA,NA,NA,NA
"2153","bat",NA,NA,NA,NA
"2154","bat",NA,NA,NA,NA
"2155","bat",NA,NA,NA,NA
"2156","bat",NA,NA,NA,NA
"2157","bat",NA,NA,NA,NA
"2158","bat",NA,NA,NA,NA
"2159","bat",NA,NA,NA,NA
"2160","bat",NA,NA,NA,NA
"2161","bat",NA,NA,NA,NA
"2162","bat",NA,NA,NA,NA
"2163","bat",NA,NA,NA,NA
"2164","bat",NA,NA,NA,NA
"2165","bat",NA,NA,NA,NA
"2166","bat",NA,NA,NA,NA
"2167","bat",NA,NA,NA,NA
"2168","bat",NA,NA,NA,NA
"2169","bat",NA,NA,NA,NA
"2170","bat",NA,NA,NA,NA
"2171","bat",NA,NA,NA,NA
"2172","bat",NA,NA,NA,NA
"2173","bat",NA,NA,NA,NA
"2174","bat",NA,NA,NA,NA
"2175","bat",NA,NA,NA,NA
"2176","bat",NA,NA,NA,NA
"2177","bat",NA,NA,NA,NA
"2178","bat",NA,NA,NA,NA
"2179","bat",NA,NA,NA,NA
"2180","bat",NA,NA,NA,NA
"2181","bat",NA,NA,NA,NA
"2182","bat",NA,NA,NA,NA
"2183","bat",NA,NA,NA,NA
"2184","bat",NA,NA,NA,NA
"2185","bat",NA,NA,NA,NA
"2186","bat",NA,NA,NA,NA
"2187","bat",NA,NA,NA,NA
"2188","bat",NA,NA,NA,NA
"2189","bat",NA,NA,NA,NA
"2190","bat",NA,NA,NA,NA
"2191","bat",NA,NA,NA,NA
"2192","bat",NA,NA,NA,NA
"2193","bat",NA,NA,NA,NA
"2194","bat",NA,NA,NA,NA
"2195","bat",NA,NA,NA,NA
"2196","bat",NA,NA,NA,NA
"2197","bat",NA,NA,NA,NA
"2198","bat",NA,NA,NA,NA
"2199","bat",NA,NA,NA,NA
"2200","bat",NA,NA,NA,NA
"2201","bat",NA,NA,NA,NA
"2202","bat",NA,NA,NA,NA
"2203","bat",NA,NA,NA,NA
"2204","bat",NA,NA,NA,NA
"2205","bat",NA,NA,NA,NA
"2206","bat",NA,NA,NA,NA
"2207","bat",NA,NA,NA,NA
"2208","bat",NA,NA,NA,NA
"2209","bat",NA,NA,NA,NA
"2210","bat",NA,NA,NA,NA
"2211","bat",NA,NA,NA,NA
"2212","bat",NA,NA,NA,NA
"2213","bat",NA,NA,NA,NA
"2214","bat",NA,NA,NA,NA
"2215","bat",NA,NA,NA,NA
"2216","bat",NA,NA,NA,NA
"2217","bat",NA,NA,NA,NA
"2218","bat",NA,NA,NA,NA
"2219","bat",NA,NA,NA,NA
"2220","bat",NA,NA,NA,NA
"2221","bat",NA,NA,NA,NA
"2222","bat",NA,NA,NA,NA
"2223","bat",NA,NA,NA,NA
"2224","bat",NA,NA,NA,NA
"2225","bat",NA,NA,NA,NA
"2226","bat",NA,NA,NA,NA
"2227","bat",NA,NA,NA,NA
"2228","bat",NA,NA,NA,NA
"2229","bat",NA,NA,NA,NA
"2230","bat",NA,NA,NA,NA
"2231","bat",NA,NA,NA,NA
"2232","bat",NA,NA,NA,NA
"2233","bat",NA,NA,NA,NA
"2234","bat",NA,NA,NA,NA
"2235","bat",NA,NA,NA,NA
"2236","bat",NA,NA,NA,NA
"2237","bat",NA,NA,NA,NA
"2238","bat",NA,NA,NA,NA
"2239","bat",NA,NA,NA,NA
"2240","bat",NA,NA,NA,NA
"2241","bat",NA,NA,NA,NA
"2242","bat",NA,NA,NA,NA
"2243","bat",NA,NA,NA,NA
"2244","bat",NA,NA,NA,NA
"2245","bat",NA,NA,NA,NA
"2246","bat",NA,NA,NA,NA
"2247","bat",NA,NA,NA,NA
"2248","bat",NA,NA,NA,NA
"2249","bat",NA,NA,NA,NA
"2250","bat",NA,NA,NA,NA
"2251","bat",NA,NA,NA,NA
"2252","bat",NA,NA,NA,NA
"2253","bat",NA,NA,NA,NA
"2254","bat",NA,NA,NA,NA
"2255","bat",NA,NA,NA,NA
"2256","bat",NA,NA,NA,NA
"2257","bat",NA,NA,NA,NA
"2258","bat",NA,NA,NA,NA
"2259","bat",NA,NA,NA,NA
"2260","bat",NA,NA,NA,NA
"2261","bat",NA,NA,NA,NA
"2262","bat",NA,NA,NA,NA
"2263","bat",NA,NA,NA,NA
"2264","bat",NA,NA,NA,NA
"2265","bat",NA,NA,NA,NA
"2266","bat",NA,NA,NA,NA
"2267","bat",NA,NA,NA,NA
"2268","bat",NA,NA,NA,NA
"2269","bat",NA,NA,NA,NA
"2270","bat",NA,NA,NA,NA
"2271","bat",NA,NA,NA,NA
"2272","bat",NA,NA,NA,NA
"2273","bat",NA,NA,NA,NA
"2274","bat",NA,NA,NA,NA
"2275","bat",NA,NA,NA,NA
"2276","bat",NA,NA,NA,NA
"2277","bat",NA,NA,NA,NA
"2278","bat",NA,NA,NA,NA
"2279","bat",NA,NA,NA,NA
"2280","bat",NA,NA,NA,NA
"2281","bat",NA,NA,NA,NA
"2282","bat",NA,NA,NA,NA
"2283","bat",NA,NA,NA,NA
"2284","bat",NA,NA,NA,NA
"2285","bat",NA,NA,NA,NA
"2286","bat",NA,NA,NA,NA
"2287","bat",NA,NA,NA,NA
"2288","bat",NA,NA,NA,NA
"2289","bat",NA,NA,NA,NA
"2290","bat",NA,NA,NA,NA
"2291","bat",NA,NA,NA,NA
"2292","bat",NA,NA,NA,NA
"2293","bat",NA,NA,NA,NA
"2294","bat",NA,NA,NA,NA
"2295","bat",NA,NA,NA,NA
"2296","bat",NA,NA,NA,NA
"2297","bat",NA,NA,NA,NA
"2298","bat",NA,NA,NA,NA
"2299","bat",NA,NA,NA,NA
"2300","bat",NA,NA,NA,NA
"2301","bat",NA,NA,NA,NA
"2302","bat",NA,NA,NA,NA
"2303","bat",NA,NA,NA,NA
"2304","bat",NA,NA,NA,NA
"2305","bat",NA,NA,NA,NA
"2306","bat",NA,NA,NA,NA
"2307","bat",NA,NA,NA,NA
"2308","bat",NA,NA,NA,NA
"2309","bat",NA,NA,NA,NA
"2310","bat",NA,NA,NA,NA
"2311","bat",NA,NA,NA,NA
"2312","bat",NA,NA,NA,NA
"2313","bat",NA,NA,NA,NA
"2314","bat",NA,NA,NA,NA
"2315","bat",NA,NA,NA,NA
"2316","bat",NA,NA,NA,NA
"2317","bat",NA,NA,NA,NA
"2318","bat",NA,NA,NA,NA
"2319","bat",NA,NA,NA,NA
"2320","bat",NA,NA,NA,NA
"2321","bat",NA,NA,NA,NA
"2322","bat",NA,NA,NA,NA
"2323","bat",NA,NA,NA,NA
"2324","bat",NA,NA,NA,NA
"2325","bat",NA,NA,NA,NA
"2326","bat",NA,NA,NA,NA
"2327","bat",NA,NA,NA,NA
"2328","bat",NA,NA,NA,NA
"2329","bat",NA,NA,NA,NA
"2330","bat",NA,NA,NA,NA
"2331","bat",NA,NA,NA,NA
"2332","bat",NA,NA,NA,NA
"2333","bat",NA,NA,NA,NA
"2334","bat",NA,NA,NA,NA
"2335","bat",NA,NA,NA,NA
"2336","bat",NA,NA,NA,NA
"2337","bat",NA,NA,NA,NA
"2338","bat",NA,NA,NA,NA
"2339","bat",NA,NA,NA,NA
"2340","bat",NA,NA,NA,NA
"2341","bat",NA,NA,NA,NA
"2342","bat",NA,NA,NA,NA
"2343","bat",NA,NA,NA,NA
"2344","bat",NA,NA,NA,NA
"2345","bat",NA,NA,NA,NA
"2346","bat",NA,NA,NA,NA
"2347","bat",NA,NA,NA,NA
"2348","bat",NA,NA,NA,NA
"2349","bat",NA,NA,NA,NA
"2350","bat",NA,NA,NA,NA
"2351","bat",NA,NA,NA,NA
"2352","bat",NA,NA,NA,NA
"2353","bat",NA,NA,NA,NA
"2354","bat",NA,NA,NA,NA
"2355","bat",NA,NA,NA,NA
"2356","bat",NA,NA,NA,NA
"2357","bat",NA,NA,NA,NA
"2358","bat",NA,NA,NA,NA
"2359","bat",NA,NA,NA,NA
"2360","bat",NA,NA,NA,NA
"2361","bat",NA,NA,NA,NA
"2362","bat",NA,NA,NA,NA
"2363","bat",NA,NA,NA,NA
"2364","bat",NA,NA,NA,NA
"2365","bat",NA,NA,NA,NA
"2366","bat",NA,NA,NA,NA
"2367","bat",NA,NA,NA,NA
"2368","bat",NA,NA,NA,NA
"2369","bat",NA,NA,NA,NA
"2370","bat",NA,NA,NA,NA
"2371","bat",NA,NA,NA,NA
"2372","bat",NA,NA,NA,NA
"2373","bat",NA,NA,NA,NA
"2374","bat",NA,NA,NA,NA
"2375","bat",NA,NA,NA,NA
"2376","bat",NA,NA,NA,NA
"2377","bat",NA,NA,NA,NA
"2378","bat",NA,NA,NA,NA
"2379","bat",NA,NA,NA,NA
"2380","bat",NA,NA,NA,NA
"2381","bat",NA,NA,NA,NA
"2382","bat",NA,NA,NA,NA
"2383","bat",NA,NA,NA,NA
"2384","bat",NA,NA,NA,NA
"2385","bat",NA,NA,NA,NA
"2386","bat",NA,NA,NA,NA
"2387","bat",NA,NA,NA,NA
"2388","bat",NA,NA,NA,NA
"2389","bat",NA,NA,NA,NA
"2390","bat",NA,NA,NA,NA
"2391","bat",NA,NA,NA,NA
"2392","bat",NA,NA,NA,NA
"2393","bat",NA,NA,NA,NA
"2394","bat",NA,NA,NA,NA
"2395","bat",NA,NA,NA,NA
"2396","bat",NA,NA,NA,NA
"2397","bat",NA,NA,NA,NA
"2398","bat",NA,NA,NA,NA
"2399","bat",NA,NA,NA,NA
"2400","bat",NA,NA,NA,NA
"2401","bat",NA,NA,NA,NA
"2402","bat",NA,NA,NA,NA
"2403","bat",NA,NA,NA,NA
"2404","bat",NA,NA,NA,NA
"2405","bat",NA,NA,NA,NA
"2406","bat",NA,NA,NA,NA
"2407","bat",NA,NA,NA,NA
"2408","bat",NA,NA,NA,NA
"2409","bat",NA,NA,NA,NA
"2410","bat",NA,NA,NA,NA
"2411","bat",NA,NA,NA,NA
"2412","bat",NA,NA,NA,NA
"2413","bat",NA,NA,NA,NA
"2414","bat",NA,NA,NA,NA
"2415","bat",NA,NA,NA,NA
"2416","bat",NA,NA,NA,NA
"2417","bat",NA,NA,NA,NA
"2418","bat",NA,NA,NA,NA
"2419","bat",NA,NA,NA,NA
"2420","bat",NA,NA,NA,NA
"2421","bat",NA,NA,NA,NA
"2422","bat",NA,NA,NA,NA
"2423","bat",NA,NA,NA,NA
"2424","bat",NA,NA,NA,NA
"2425","bat",NA,NA,NA,NA
"2426","bat",NA,NA,NA,NA
"2427","bat",NA,NA,NA,NA
"2428","bat",NA,NA,NA,NA
"2429","bat",NA,NA,NA,NA
"2430","bat",NA,NA,NA,NA
"2431","bat",NA,NA,NA,NA
"2432","bat",NA,NA,NA,NA
"2433","bat",NA,NA,NA,NA
"2434","bat",NA,NA,NA,NA
"2435","bat",NA,NA,NA,NA
"2436","bat",NA,NA,NA,NA
"2437","bat",NA,NA,NA,NA
"2438","bat",NA,NA,NA,NA
"2439","bat",NA,NA,NA,NA
"2440","bat",NA,NA,NA,NA
"2441","bat",NA,NA,NA,NA
"2442","bat",NA,NA,NA,NA
"2443","bat",NA,NA,NA,NA
"2444","bat",NA,NA,NA,NA
"2445","bat",NA,NA,NA,NA
"2446","bat",NA,NA,NA,NA
"2447","bat",NA,NA,NA,NA
"2448","bat",NA,NA,NA,NA
"2449","bat",NA,NA,NA,NA
"2450","bat",NA,NA,NA,NA
"2451","bat",NA,NA,NA,NA
"2452","bat",NA,NA,NA,NA
"2453","bat",NA,NA,NA,NA
"2454","bat",NA,NA,NA,NA
"2455","bat",NA,NA,NA,NA
"2456","bat",NA,NA,NA,NA
"2457","bat",NA,NA,NA,NA
"2458","bat",NA,NA,NA,NA
"2459","bat",NA,NA,NA,NA
"2460","bat",NA,NA,NA,NA
"2461","bat",NA,NA,NA,NA
"2462","bat",NA,NA,NA,NA
"2463","bat",NA,NA,NA,NA
"2464","bat",NA,NA,NA,NA
"2465","bat",NA,NA,NA,NA
"2466","bat",NA,NA,NA,NA
"2467","bat",NA,NA,NA,NA
"2468","bat",NA,NA,NA,NA
"2469","bat",NA,NA,NA,NA
"2470","bat",NA,NA,NA,NA
"2471","bat",NA,NA,NA,NA
"2472","bat",NA,NA,NA,NA
"2473","bat",NA,NA,NA,NA
"2474","bat",NA,NA,NA,NA
"2475","bat",NA,NA,NA,NA
"2476","bat",NA,NA,NA,NA
"2477","bat",NA,NA,NA,NA
"2478","bat",NA,NA,NA,NA
"2479","bat",NA,NA,NA,NA
"2480","bat",NA,NA,NA,NA
"2481","bat",NA,NA,NA,NA
"2482","bat",NA,NA,NA,NA
"2483","bat",NA,NA,NA,NA
"2484","bat",NA,NA,NA,NA
"2485","bat",NA,NA,NA,NA
"2486","bat",NA,NA,NA,NA
"2487","bat",NA,NA,NA,NA
"2488","bat",NA,NA,NA,NA
"2489","bat",NA,NA,NA,NA
"2490","bat",NA,NA,NA,NA
"2491","bat",NA,NA,NA,NA
"2492","bat",NA,NA,NA,NA
"2493","bat",NA,NA,NA,NA
"2494","bat",NA,NA,NA,NA
"2495","bat",NA,NA,NA,NA
"2496","bat",NA,NA,NA,NA
"2497","bat",NA,NA,NA,NA
"2498","bat",NA,NA,NA,NA
"2499","bat",NA,NA,NA,NA
